Name,Epoch Date Close Approach,Relative Velocity km per sec,Relative Velocity km per hr,Miles per hour,Miss Dist.(Astronomical),Miss Dist.(lunar),Miss Dist.(kilometers),Miss Dist.(miles),Jupiter Tisserand Invariant,Epoch Osculation,Semi Major Axis,Asc Node Longitude,Perihelion Arg,Aphelion Dist,Perihelion Time,Mean Anomaly,Mean Motion,approach_year,approach_month,approach_day,Orbital Period,Orbit Uncertainity,Hazardous
3591267,1049785200000.0,Very Fast,,91746.911871218,0.431734345,167.9446563721,64586540.0,40132216.0,3.819,,1.640879510713345,225.7954969738754,99.50423188128698,2.856281943066109,2458149.8525123685,289.9671874251192,0.4689095045292113,2003.0,4.0,8.0,Medium,Low,False
2488640,1049785200000.0,Slow,,44569.1934999936,0.4982138077,193.8051605225,,46311868.0,3.48,2458000.5,,,72.55015917911007,,2457942.981052164,20.23211967780572,0.3517470405657505,2003.0,4.0,8.0,Medium,Low,False
3608565,1049785200000.0,Slow,47313.8364504348,29398.9779877716,0.1939357482,75.4410095215,,18027454.0,5.347,,,352.3563645513906,,1.682714999238821,,310.1144996785882,0.8040407908708244,2003.0,,8.0,Low,High,False
2264993,1050390000000.0,Very Slow,31238.0269815701,19410.0951541873,0.1221935696,,18279898.0,11358602.0,4.719,2458000.5,,,193.833608613648,1.940585327983977,2458086.9934160733,307.1563662702654,0.6109555631933365,2003.0,,15.0,Low,Low,True
2293054,,Slow,79876.8172548842,49632.347921514,0.4149720437,,,38574060.0,2.945,2458000.5,,178.3081815009171,22.94072811459408,4.475405093841107,,205.7950417477321,0.2445735490699865,2003.0,,15.0,High,,False
2350462,1050390000000.0,Very Slow,,,0.1646198824,64.0371322632,,15302374.0,,,,208.0434025619415,,1.298783825231733,2455387.0388931744,121.6999006110844,0.7878999646721078,,4.0,,,Low,False
3152308,1050390000000.0,Fast,100822.9025608013,62647.4307606268,0.2421979487,94.2150039673,,22513706.0,,,,,273.06025495016,1.824698018478972,2457591.911024886,,0.6048546504340802,2003.0,,,Low,,False
3562320,,Very Slow,35962.3565009738,22345.609793619,0.1045388198,40.665599823,15638785.0,,6.797,2458000.5,,18.63948790340435,344.8005314441176,1.034788038945228,,197.2654367936369,1.228694855482665,2003.0,4.0,15.0,Low,High,False
3717082,1050390000000.0,Slow,55851.2423254199,34703.7899882588,,154.6988067627,,,5.1,,1.214292867583455,210.7150078679629,197.9793507513485,1.420012800030547,2457924.0367618524,56.32116035830571,0.7365782789575971,2003.0,,15.0,,,True
2467347,1050390000000.0,Fast,100822.8582309017,62647.4032157511,,,36232308.0,22513712.0,4.307,2458000.5,1.384710656640559,21.13880702737665,273.0471416072223,1.82469477737235,2458187.0470252177,247.1623974798852,0.604874842621426,2003.0,4.0,15.0,,,False
3753024,1050390000000.0,Very Slow,21409.1685854153,,0.1485317983,57.7788696289,,13806893.0,,2458000.5,,,,1.255515488936267,2458087.0086590983,,1.061651747329515,2003.0,4.0,15.0,Low,Low,False
3672907,1050390000000.0,Very Slow,32680.7363947938,20306.5386781984,0.188052972,73.1526031494,28132324.0,17480616.0,6.869,,0.8482991564735446,,,1.152228789802509,2458036.7438758905,314.279059467287,1.261480440749528,,4.0,15.0,Low,Low,False
2085990,1050994800000.0,Very Slow,26634.9409029271,16549.9164738215,0.2919674698,113.5753479004,,,,,,124.5513617783884,,1.322007921661694,2456213.9869846967,217.357259043243,0.9737570969324046,2003.0,4.0,22.0,Low,Low,True
3582516,1050994800000.0,Very Slow,28457.3379456934,17682.2831252004,0.2260985477,87.9523391724,,,5.296,,1.193166652001986,13.7170421670205,189.7728841550539,,,6.107305099033488,,2003.0,,22.0,Low,Low,True
3720440,1050994800000.0,Fast,,56820.7866567632,0.1215347016,,18181334.0,11297357.0,7.138,2458000.5,0.7852922752790124,187.9971371188961,,1.374545088238213,2458045.234429416,296.6423605588614,1.416305969887542,,4.0,22.0,Low,Low,True
3166087,1052377200000.0,Very Slow,21461.8585416897,13335.5642699738,,130.1871948242,50066136.0,31109654.0,,2458000.5,,58.41021679937088,285.2536101400581,,2458173.435402988,230.1265148520588,0.7509942030602462,2003.0,,,,High,False
3563424,1052377200000.0,,30485.4881529201,18942.4967914631,,121.6035842896,46765136.0,29058508.0,,2458000.5,,44.16692766538242,176.8845023438697,2.676878881387216,,139.1968257564006,0.3710969838797136,2003.0,5.0,8.0,Medium,Medium,False
3026912,1052377200000.0,Very Slow,20702.7225238214,12863.8666704267,,68.2604675293,26250954.0,16311587.0,,,1.01708776980344,,276.5882248799362,,,8.329208608740746,0.9608739639093694,2003.0,5.0,8.0,,,False
3770988,1052377200000.0,Very Slow,33806.2689325295,21005.9008264376,0.2509149036,97.6058959961,37536336.0,23323998.0,,,0.8827707373749474,134.7222683648135,254.8374502566169,1.266058523974466,2458043.0039906655,309.4918003231265,1.188316647117758,2003.0,5.0,8.0,Low,Medium,False
2171819,1052982000000.0,,21643.4507590512,13448.3986119227,0.4519792794,175.8199462891,67615136.0,42014100.0,4.52,2458000.5,,17.37897485614839,297.3586861997284,1.744668315974399,2458244.1259197085,228.7295484089409,,,,15.0,Medium,Low,False
2455415,1052982000000.0,Very Slow,15460.7926986816,9606.7353299114,0.070493377,27.4219245911,10545659.0,6552769.0,5.031,2458000.5,1.281816370294313,192.9162213350079,66.77977451468207,1.527218949385591,,294.2462048242795,0.6791494499664131,,,15.0,Low,Low,False
3376345,1052982000000.0,Very Slow,38567.7707730239,23964.5129006048,,71.6292724609,,17116600.0,,2458000.5,,227.8553689805934,250.7314780320816,1.093242735056756,2458067.5563133606,292.4814135455717,1.006893804186512,2003.0,5.0,15.0,Low,,False
3563857,1052982000000.0,Slow,42213.8418344222,26230.0396665053,0.1293227585,50.3065490723,19346408.0,,3.77,2458000.5,,,,2.847958317239359,2457682.624188564,,0.3696025247021903,2003.0,,,Medium,,False
3763268,1052982000000.0,Slow,66526.909047715,,0.3137113124,122.0336990356,46930544.0,,5.372,,,,87.94026097926843,1.542121260437367,2458221.3894642014,186.021928004312,,2003.0,,,Low,Medium,False
2141484,1053586800000.0,,39068.5703798851,24275.6903007681,0.3127039397,121.6418304443,46779844.0,29067648.0,,2458000.5,0.857901422249788,234.2660097897962,94.12029937107168,1.174880747117551,2458053.1526544048,294.6917175179343,1.240360684944052,2003.0,5.0,22.0,,Low,False
3036363,1055055600000.0,Very Slow,,19225.3980038028,0.1516370849,,22684586.0,14095548.0,7.097,2458000.5,0.8151717350145623,55.10226069127798,,1.166004081464622,,,1.339153636160206,2003.0,6.0,,Low,Low,False
3182829,1055055600000.0,Slow,62576.9622546588,38882.8907965129,0.2142850261,83.356880188,32056584.0,19919038.0,6.107,2458000.5,,,350.0974128318675,,2458134.5665774024,219.7511520100278,1.046113436377685,2003.0,6.0,8.0,Low,,False
3276601,1055055600000.0,,,31477.8268557447,0.2135265752,83.0618362427,31943122.0,,7.284,,,160.9785643250936,243.708352923736,1.103548524155385,,61.09689389120246,1.400460962508451,2003.0,6.0,8.0,Low,Low,False
3560773,1055055600000.0,Fast,91054.7129825053,,0.4098945365,159.4489746094,61319348.0,,,2458000.5,1.121573950831696,21.80264433175816,357.9992093677456,1.616222019384214,2458064.9347188566,306.5334525562151,0.8297785478406656,,6.0,8.0,Low,,False
3634713,1055055600000.0,Slow,53732.6567661132,,0.2700829076,105.0622558594,40403832.0,,,2458000.5,2.219015134749112,201.7008045475995,,,2457611.2710469486,116.0563253318541,,2003.0,6.0,8.0,High,,False
3669253,1055055600000.0,Slow,48816.0112879768,30332.3710139098,0.0447097177,17.392080307,6688478.5,,,2458000.5,,257.563390477906,,1.071347661977233,2458062.635208456,281.9665798316067,,2003.0,6.0,8.0,Low,Low,True
3735678,1055055600000.0,Slow,59539.0623084086,36995.2579104665,,,68795944.0,42747820.0,7.021,2458000.5,0.8298855011061081,,102.3412275502733,1.10377030307505,2458042.420887141,,1.303697426493641,2003.0,6.0,8.0,Low,Medium,False
3764726,1055055600000.0,Very Slow,,11654.8057674953,0.1788852256,69.5863494873,26760848.0,16628420.0,6.288,2458000.5,0.9539094194196382,67.3422082981063,113.7344042294203,1.162741198862006,2458146.8005605554,205.22908214795,1.057896957227623,2003.0,6.0,8.0,Low,,False
2488803,,,50659.477278889,31477.8290903185,0.2135266559,83.0618667603,31943132.0,19848542.0,7.285,,0.7911236536082649,160.9370815963151,,1.10349853204203,,,,,,8.0,Low,,False
3275512,1055660400000.0,Slow,58774.4255779787,36520.1423820501,0.4808080327,187.0343170166,71927856.0,,,2458000.5,1.551698473232959,26.9223956918106,275.7628466073247,2.505387175952338,2457771.202590713,116.9209196202048,0.5099094664160937,2003.0,,15.0,Medium,Low,True
3409961,1055660400000.0,Slow,41280.7336379104,25650.2425207338,0.0600403097,23.3556804657,8981903.0,,,,,102.6841152231644,209.5097784984613,2.766667785921209,,217.7872627037103,,,,,Medium,,True
3529626,1055660400000.0,,51740.9126275295,,0.1506473135,58.6018028259,22536518.0,14003543.0,6.9,2458000.5,,87.43496184239206,32.0823735361197,,,228.9050432485645,1.27179568130113,,6.0,15.0,Low,,False
3619726,,Very Slow,17736.958290879,11021.056111352,,,52692232.0,32741434.0,5.037,2458000.5,,251.7518106765609,267.3315752596933,1.595113187771417,2457940.87068462,40.77934453295362,0.6838808105188506,2003.0,6.0,15.0,Low,Low,False
3715468,1055660400000.0,Very Slow,,21484.4646554824,0.0935038635,36.3730010986,,8691727.0,,,1.945787116814971,21.40922350172259,,,2458149.579319849,305.8649563587197,,,,15.0,Medium,Medium,False
2333478,1056265200000.0,,,50527.2691935756,0.31758114,123.5390625,47509464.0,29521012.0,6.622,2458000.5,0.875157550937721,46.59312309668593,94.4501239969186,1.281972563109717,2458142.30716442,189.2845290682283,1.203856459791688,,6.0,22.0,Low,,False
3552671,1056265200000.0,Slow,70076.18893968,,0.4988095789,,,46367248.0,3.768,2458000.5,,69.55242856925868,292.7658528175379,2.549413531859806,,,0.4228703213967925,,,,,High,False
3735654,1056265200000.0,Slow,68579.0928326941,42612.3813215149,0.3405823227,,50950388.0,31659104.0,4.88,2458000.5,1.319074956414406,230.7017737366105,127.991971243594,1.7869679551255,2457854.5630715075,94.943461815534,0.6505787314857718,2003.0,6.0,22.0,Low,,False
3528338,1057647600000.0,Slow,62584.3739339017,38887.4961257624,,170.5817718506,,40762380.0,5.455,,,176.669182927554,,1.531527799521604,2457997.710336823,2.350109069700449,,2003.0,,8.0,Low,Low,False
3684009,1057647600000.0,Very Slow,34440.6944622532,21400.1081785039,0.2320492492,90.2671585083,34714076.0,,4.758,2458000.5,1.350594810676188,,222.0526077265961,1.948616040364219,,27.50571836063429,0.6279375567003436,2003.0,,8.0,,Low,False
2009202,,,94546.0088867167,,0.4510753118,,67479904.0,41930072.0,,2458000.5,1.423836662382107,315.93380053,212.3241205753182,,,156.7011205541828,0.5801146282055459,2003.0,7.0,15.0,Medium,,False
2066251,1058252400000.0,Very Slow,6344.0975788446,3941.9755205882,0.4048997228,157.5059967041,60572136.0,,,,1.535474308536395,196.2207800660008,142.4902778666574,1.839616024601264,,118.4780134719579,0.5180125033674657,2003.0,,15.0,Medium,,False
3542555,,Slow,,28670.1866070917,0.1382006076,53.7600364685,20674518.0,12846549.0,,2458000.5,0.8428907103741584,123.041218293506,,1.160180785716658,2458095.4949650103,239.0104783008687,1.27364141547728,2003.0,7.0,15.0,,,False
3773058,1058252400000.0,,27906.1787682607,,0.0601482967,23.3976860046,,5591133.5,4.992,2458000.5,1.287930827658888,12.69635245594941,231.1643097788973,1.65759476188891,2457888.692980323,75.39357502093405,,2003.0,,15.0,Low,,False
3776278,,,,21651.6496307461,0.2682872969,104.3637619019,40135208.0,24938862.0,6.228,2458000.5,,276.2023923868696,228.197237199855,1.199311523293752,,,,2003.0,,,Low,Medium,True
3337713,1058857200000.0,Slow,72435.5766585205,45008.6503965124,0.4667277891,181.5571136475,69821488.0,43385060.0,4.76,,1.334866044146819,127.6827482616083,,,2457912.768380513,56.0665317356986,0.6390686968200531,2003.0,,22.0,Low,Low,False
3465534,1058857200000.0,Slow,,28435.9419624868,0.0792487824,,11855450.0,7366635.0,6.041,2458000.5,,134.3475514410248,48.26353419735084,1.337137337549448,2457856.3709884365,142.9385362487662,0.9917402103718458,2003.0,7.0,22.0,Low,High,False
3616348,1058857200000.0,,66315.5603048308,41205.9102349655,0.4124675175,160.4498596191,61704260.0,38341252.0,5.754,2458000.5,,17.55880378804199,170.7211572404861,1.325378858491462,,10.26611615742875,,2003.0,,22.0,Low,,False
2068347,,Very Slow,33754.5630708949,,0.4485061461,174.4688873291,,41691252.0,,,0.9628777763111724,,243.875608846173,1.328548494737298,2457849.953431729,,1.043151361574405,2003.0,8.0,8.0,Low,Low,True
2393569,1060326000000.0,Very Slow,,16558.8530729603,0.2264555154,88.0911941528,,21050354.0,5.729,2458000.5,,,172.0069286941316,1.402639929880341,2458130.619937158,243.5391762349902,0.895026744617953,2003.0,,8.0,Low,Low,False
3292011,1060326000000.0,,14832.809446408,9216.5309585195,0.4714180786,183.3816375732,70523144.0,43821048.0,,,1.543267172852361,,354.5339747148582,2.010824090509492,,65.47495381808366,0.5140938356729724,,,8.0,Medium,,False
3748472,,,,5834.407937056,0.0853113725,33.186126709,,7930188.0,,2458000.5,1.002189261805455,227.003991790028,,1.16845568442637,2458097.7757555614,264.4382555578862,0.9823798734858168,2003.0,,8.0,,,False
2406952,1060930800000.0,Very Fast,,75700.8244718415,0.4490464239,174.6790618896,67176392.0,41741476.0,4.764,,1.240980852319797,12.5729700779251,67.04669339821552,,,36.37294586815442,0.7129456983295948,2003.0,8.0,15.0,Low,Low,False
3157333,1060930800000.0,Very Slow,,,0.3473982292,135.1379089355,,32292682.0,,,2.220705671913726,297.0600861063514,23.6901064718481,,2457686.293463225,,,2003.0,8.0,15.0,High,,False
3158115,1060930800000.0,,32734.439551859,20339.9077315426,0.1056310553,,15802181.0,9819020.0,5.04,,1.266506367001691,148.3913179623252,129.1538559539304,1.468558405259949,,342.8824207241361,,2003.0,,15.0,Low,Medium,False
3532365,1060930800000.0,Very Slow,38260.4500089997,23773.5557292032,0.488293801,189.9462890625,73047712.0,45389744.0,,,1.125426183297995,,22.51255834268758,1.490616282765818,2457887.6876387554,93.1290646219746,0.8255218097969326,2003.0,,15.0,Low,Low,False
3150768,1060930800000.0,Very Slow,32972.6455528219,20487.9196769742,,68.3321533203,,16328716.0,,2458000.5,,,,1.007327014075199,,,1.051579706165479,2003.0,8.0,15.0,Low,Medium,False
2242187,1061535600000.0,Very Slow,17123.5805619715,10639.9270441872,0.2877180403,111.9223098755,43042004.0,26745062.0,3.391,2458000.5,2.345716224676674,,86.71888713011566,3.47180705993088,2458108.168781984,330.4620285536019,0.2743410940678211,2003.0,,22.0,,,False
3423321,1061535600000.0,Very Slow,35567.7277007717,22100.402803849,0.089027674,34.6317634583,13318350.0,8275639.5,,2458000.5,1.161128363105006,117.0178025211809,295.3224671367292,1.477705351050619,2457966.27135294,26.96332562515826,,2003.0,,22.0,,High,False
3600242,1063004400000.0,Very Fast,141471.3086694846,87904.7695452139,0.4968048426,193.2570800781,74320944.0,46180896.0,6.097,,0.9176740341784246,,311.9479463606393,1.390563932602273,,346.5377589374104,1.121169845866146,2003.0,9.0,8.0,Low,Low,True
3763547,1063004400000.0,,46412.6728947743,28839.0299995335,0.4028536784,,60266052.0,37447588.0,5.568,2458000.5,1.114911952256747,45.23508359001105,347.1008304901121,1.237772398935898,,261.9875573020466,,2003.0,,8.0,Low,Medium,False
3773650,,,65100.1335762805,,,187.5454559326,72124424.0,44816040.0,6.696,2458000.5,0.8740622180160318,100.3027572519904,,1.209601643196272,2457968.782320913,38.2553300025332,,2003.0,9.0,8.0,Low,,False
2357439,1063609200000.0,Slow,,,0.3912827554,,,36372004.0,,2458000.5,,126.6941423516237,311.4483472840123,2.107015072032391,,169.2736323980652,,2003.0,,15.0,Medium,,True
3160726,,Very Slow,39265.8995534796,24398.3029753274,0.0102175977,3.9746456146,1528530.875,949785.0625,3.192,2458000.5,,,327.639682478907,,2458561.223240505,,,,,15.0,High,,False
3347493,,,,34803.6986326446,0.3358295102,130.6376800537,50239380.0,,,2458000.5,0.9852787809445104,193.7175231129747,38.43986871183503,1.156577246951733,2458178.54520987,180.5697455617913,1.007779173441085,2003.0,9.0,15.0,Low,Medium,False
3428255,1063609200000.0,Slow,58478.9565214508,36336.5494007871,0.1107548803,43.0836486816,16568694.0,10295309.0,,2458000.5,,2.529549790700335,209.1332436541853,1.242493888899189,,39.28204117761429,1.188023910769502,,9.0,15.0,,Low,False
3608618,1063609200000.0,Very Fast,130459.6185252109,,0.4205354822,163.5883026123,62911212.0,39091216.0,5.365,,1.076795264791003,336.6392031674106,247.2078997558544,1.565045910127706,2458147.813918907,230.0584175892471,,2003.0,,15.0,,High,True
3757424,1063609200000.0,Very Slow,36307.4795070793,,0.3293957582,128.1349487305,49276908.0,30619250.0,3.833,2458000.5,,342.4819276345121,,2.619200582354294,,126.8051941505843,,2003.0,9.0,15.0,,Medium,False
2369986,1064214000000.0,Slow,,41504.8514572985,,91.8572463989,35325576.0,,,2458000.5,0.7315079080521292,,359.8568383897207,1.24253619683105,2458037.6500678305,301.4758456906104,,2003.0,9.0,22.0,Low,Low,False
2418198,1064214000000.0,Slow,63082.5194453306,39197.0243742389,0.3063954725,119.1878356934,45836112.0,28481238.0,,2458000.5,,150.7160727104503,114.3228501887263,1.175213712772681,2458030.389950124,322.5292584163147,1.253623422856236,2003.0,9.0,22.0,,Low,False
2459462,1064214000000.0,,52386.601352549,,0.3919617914,,,36435124.0,,,1.314375527495198,,251.7817482034049,1.938293390350662,2457866.9184019743,87.37184607598292,,2003.0,9.0,22.0,Low,,False
3157482,1064214000000.0,Slow,,33266.275653557,0.4501213948,175.0972290039,67337200.0,41841400.0,3.934,2458000.5,1.805560251222267,189.6782932722025,148.2661899892445,2.433938312980677,2458221.7151394426,270.1328556455322,0.4062431919481408,2003.0,9.0,22.0,Medium,Low,False
3158123,1064214000000.0,Slow,,30450.1111176214,0.1206131684,,,11211694.0,5.772,,1.053323839283434,,303.1134494460026,1.402720067508688,,261.1126556369853,0.9117194162015836,,9.0,22.0,Low,Low,False
3253645,1064214000000.0,Slow,68475.6389823642,42548.0991221251,0.3448072116,,51582424.0,32051832.0,,,0.9544791257413489,356.8192145896746,,1.13241692761474,2453155.863916846,,1.056949947555965,2003.0,9.0,,Low,,False
3323933,,,,91961.483226253,0.4778210329,185.8723754883,,44416240.0,3.218,,1.956492589043906,164.2775437758488,93.95962631541444,3.158852798407692,,51.67211715443563,0.3601527731155061,,9.0,22.0,Medium,,False
3160850,1064214000000.0,,44985.0554081687,,0.1291742993,,19324200.0,12007501.0,,2458000.5,2.34787281669121,,320.9473133499655,3.867278310388385,,327.7255576839136,,2003.0,9.0,22.0,High,Low,True
2163692,1065596400000.0,Fast,85213.7033447513,,0.4855918272,,72643504.0,45138580.0,,,1.526165977284935,114.4189705320425,180.8703494031337,2.152669903025227,,,,,10.0,8.0,Medium,,False
3152308,,Fast,,,0.3022611919,117.5796051025,45217632.0,28096934.0,4.307,2457600.5,,,273.06025495016,,,,,2003.0,10.0,8.0,Low,Low,False
3293789,,,52959.9815185871,32907.2729608132,0.4980986552,193.7603759766,74514496.0,46301160.0,,2458000.5,1.551193965498546,13.7582669740409,10.58991392937039,1.97168450177246,2457899.189762116,,,2003.0,,8.0,Medium,,False
3367904,1065596400000.0,,67240.5454494918,41780.6600322134,0.4771345541,185.6053466797,71378312.0,44352428.0,6.831,2458000.5,,,44.51354434991903,1.186030249526121,,224.5501365423565,1.246174351866921,,,8.0,,Low,False
3516407,1065596400000.0,Slow,70112.7028713478,43565.3069591438,,,43564336.0,27069624.0,,2458000.5,1.440871811089175,21.74465514836455,275.792373090931,1.979177152447617,,43.55076978385608,0.569857221726276,2003.0,10.0,8.0,Medium,Low,False
3633139,,Slow,44737.293024607,27798.0141018731,0.2451721541,95.3719711304,36677232.0,,6.363,2458000.5,0.9345891260135571,189.9044552541507,180.078502707074,1.114777519975716,2457868.4803315736,144.0162923743112,,2003.0,10.0,8.0,Low,Low,False
3651205,1065596400000.0,Slow,78776.8890392797,,,,,,,2458000.5,0.8466507095626049,209.5699870994489,,1.11309180564838,,241.1791005760668,,2003.0,10.0,8.0,Low,Low,False
3653519,1065596400000.0,Slow,,,0.4015760889,156.213104248,,37328832.0,,2458000.5,1.845457395963558,83.32439126170303,352.1125429760876,2.71457075169603,2457544.9811211466,179.0830240652669,0.3931407289111525,2003.0,10.0,8.0,Medium,Medium,False
3691160,1065596400000.0,Very Slow,,8157.258413142,,148.1826324463,,35409860.0,3.797,,1.956841646375495,219.8705037239206,178.8341268973511,2.64497849591552,2457963.4943168936,13.3241334998628,0.3600564124622062,2003.0,10.0,8.0,,,False
2467347,1065596400000.0,Fast,97030.5265774156,60290.9958058391,0.3022610442,,45217612.0,28096920.0,,2458000.5,1.384710656640559,21.13880702737665,,1.82469477737235,2458187.0470252177,247.1623974798852,0.604874842621426,,,,Low,,False
3163746,1066201200000.0,Fast,109970.6014332994,68331.455096152,0.1233269653,47.9741897583,18449452.0,11463958.0,,,1.185380794305873,,210.63547235686,2.155685677619446,,310.1437429856334,,2003.0,10.0,15.0,,Low,False
3163760,1066201200000.0,Very Fast,,,0.4096072544,159.3372192383,61276376.0,38075372.0,2.695,,,194.0180863628362,122.2650289914172,3.810793336968279,2458424.7491804184,249.7027108927962,0.2599823268920885,2003.0,10.0,15.0,High,,False
3164412,1066201200000.0,Very Slow,33537.5848296489,,,76.2185134888,29311380.0,18213248.0,,,1.016477554395882,211.8751749681112,28.55821560099998,1.249233275670828,2458036.6483819974,325.2346787152891,0.9617393466489114,2003.0,10.0,15.0,Low,,False
3164413,,,,24118.1220743692,,,,7717666.5,,2452938.5,1.266012843670373,,,1.463276162284508,,12.16499485951625,,2003.0,10.0,22.0,Low,High,False
2175921,1066806000000.0,Fast,105970.4564953684,65845.9205929138,0.4692003137,,70191368.0,43614896.0,4.641,2458000.5,1.368937873285859,342.7965027778834,306.6714215116454,,2458156.9365400015,263.7353874178801,,2003.0,,22.0,Low,Low,False
3158120,,Very Slow,,19746.9147290185,0.1187889654,46.2089080811,17770576.0,11042124.0,3.187,2458000.5,2.47804835604237,,251.2156137616826,3.975767870070567,2458665.122105332,,,,10.0,22.0,High,Low,False
3278078,1066806000000.0,Fast,83145.5814041737,51663.4308452767,0.4533851028,176.3668060303,67825448.0,42144780.0,,2458000.5,1.116526992364226,,72.47395362249664,1.426294669246347,,227.7816807083689,0.8354110854202057,2003.0,10.0,22.0,Low,Low,True
3353630,1066806000000.0,Fast,,66622.6072692429,0.3812446695,148.3041687012,57033388.0,35438904.0,,2458000.5,2.101238585829244,130.3829522392481,359.2750803171196,3.57076227622886,,183.0622725310153,,2003.0,,22.0,High,Low,False
3545705,,,57116.9461996465,,0.3905624505,,58427312.0,36305048.0,6.435,2458000.5,,169.6828376363623,,1.110865765436205,2457885.975417013,127.1922349654067,1.110610767122762,,10.0,22.0,Low,,False
3652985,1066806000000.0,Slow,76210.4367001051,47354.2016262403,0.2263629766,88.0551986694,33863420.0,,,,0.798269976586885,24.5147908867564,216.5665593134379,1.183814706365018,,254.8541042084815,,2003.0,10.0,22.0,Low,Low,False
3476774,1068278400000.0,,,39047.080842808,0.1813475785,,27129212.0,16857310.0,5.384,2458000.5,1.135689488077611,47.5551660030327,71.1522848935957,1.300073640210733,2457873.8841533386,103.110460943593,,2003.0,11.0,8.0,Low,,False
3765021,1068278400000.0,Very Slow,,20019.6602057008,0.1807200441,70.3000946045,27035334.0,16798978.0,,2458000.5,,249.2832966596537,197.6976896420867,1.559889313955206,,178.602587766303,0.6846398485071225,,11.0,8.0,Low,Medium,False
3164411,1068883200000.0,Slow,41722.5017304392,25924.740033561,0.3011701265,117.1551818848,45054412.0,,,,2.237648971686565,213.0780237422074,237.8208234126157,3.347175838506927,2457893.279274401,31.57147545484042,,,11.0,15.0,High,Low,False
3392298,,Fast,95427.483579369,59294.927227414,0.4964023136,193.1005096436,74260728.0,46143480.0,,2454408.5,0.9868314087502872,,70.86066558306393,1.171491056666025,2454318.3276208723,90.65946600367111,1.005401730341038,2003.0,,15.0,Low,,False
3440396,1068883200000.0,Very Slow,,24880.8422945864,0.1934614212,75.2564926147,28941416.0,17983362.0,,,0.8841442544887468,58.01658082842135,148.3080027667859,1.196859083848234,,77.85462287021886,,2003.0,,15.0,Low,,False
3471974,,,22276.2068724744,13841.5686536217,,65.6019744873,25228576.0,15676310.0,3.622,2458000.5,2.074027590709356,217.3681448916603,,3.046009004837121,2458420.0616759546,221.5547400115359,0.3299759437597276,2003.0,11.0,,High,Low,False
3656792,,,,12384.4797895263,0.1145801236,44.5716667175,17140942.0,10650888.0,,2458000.5,0.9394413851858668,299.935821186224,332.6486532505805,1.009537089117025,2458145.4388707466,203.1139188737202,,,11.0,15.0,Low,Medium,False
3712665,1068883200000.0,,,13757.2697295902,0.3198878781,124.4363861084,47854544.0,29735436.0,5.516,,1.132196999251865,2.583070805553164,233.2488045964447,1.300211355544591,2458030.211924426,335.6918528678629,,,11.0,15.0,Low,,False
2152680,1069488000000.0,,50468.9231107343,31359.4261406671,0.3668870272,,,,4.39,2458000.5,,98.59539016901545,,2.374080790077718,2458025.92791138,345.6136317353261,0.565770741048909,2003.0,11.0,22.0,Medium,Low,True
2436774,,Slow,48012.2124435065,29832.9216707999,0.3664092319,,54814044.0,34059868.0,5.015,2458000.5,1.23207446521391,21.57823162240179,87.25606909617623,,,4.887512232395195,,2003.0,11.0,22.0,Low,,True
3092339,1069488000000.0,Slow,,27143.3118740894,0.4222451101,164.2533569336,63166972.0,39250136.0,,2458000.5,0.9474258062857156,327.1342250964502,262.5065746486796,1.413005856879373,2457833.7453467287,178.2231931982213,1.068774931925637,2003.0,,22.0,,Low,False
3184470,1069488000000.0,Very Slow,32113.8365516103,19954.2891617492,0.4993846211,194.2606201172,74706872.0,46420700.0,5.138,2458000.5,1.232325884418131,252.6006177061786,,1.646192701576621,,279.0026291742153,0.7204696948891663,2003.0,11.0,22.0,Low,Low,False
3562834,1069488000000.0,Slow,69548.0163410531,43214.4327092505,0.4887635327,190.1290130615,73117984.0,45433408.0,,2458000.5,,,211.0964435025814,,2457851.7141802073,,,2003.0,11.0,22.0,Low,,False
3654382,,Slow,,28827.1381400288,0.1136602383,44.2138328552,,10565379.0,3.428,,2.207452125965757,80.90826973888538,25.00445275680913,,2457855.981861813,43.42996620803222,0.3005156774977845,2003.0,11.0,22.0,High,Low,False
3764822,1069488000000.0,Slow,46123.6824186124,28659.462556165,0.1443922199,,21600770.0,13422096.0,5.513,2458000.5,1.120448373417404,52.11086133369007,,1.381994348374392,2457795.9440286583,169.9919908054624,,2003.0,11.0,22.0,Low,,False
2329437,,Very Slow,21847.7772333206,,0.2413492034,93.8848419189,,22434810.0,6.379,,0.9354356645687092,174.1057392775971,318.6446160708852,1.162828133552055,,23.26818371331268,1.089389507656928,2003.0,12.0,8.0,Low,Low,True
2450259,1070870400000.0,Very Slow,31073.4748485043,19307.8488579498,0.3912383711,152.1917266846,58528428.0,36367880.0,3.888,2458000.5,1.800420152765912,38.67193811899794,100.078973982449,2.616933583396701,,218.2663397766993,0.4079841353043723,2003.0,12.0,8.0,,,False
3076547,1070870400000.0,Very Slow,,,0.1904010014,74.0659866333,,17698880.0,3.592,,2.068406960531533,,42.0815866920553,3.017208708922654,2458441.9920169194,213.7240447002737,0.3313218579136238,2003.0,12.0,8.0,High,Low,False
2141498,1071475200000.0,,63830.3979050435,39661.7269649422,0.4099552151,159.4725799561,61328428.0,,,2458000.5,0.921596388373581,262.9101217309696,25.3442971340517,1.443649913524422,,313.1470274522607,,2003.0,,15.0,Low,,False
